Abstraction;Africa;Agro-Ecology;Agro-Forestry;Agro-System;Agronomy;Arid Or Semi-Arid Zone;Cartography And Mapping;Comparative Approach;Complex System;Desertification;Erosion;Farming Practice;Gender;Geography (Social);Information System;integrative Approach;Land Degradation;land Use;landcover;landscape;Maghreb;MODELLING;modelling (Co-);modelling (Complex System);modelling (Conceptual);modelling (Integrated);modelling (Interdisciplinary);monitoring (Socio-Environmental);MULTIDISCIPLINARY;observatory;risk Assessment;Rural Zone;Rural-Urban Linkage;Sahel;SDG 02 (Sust. Devel. Goal - Alimentation);SDG 10 (Sust. Devel. Goal - World Equity);SDG 15 (Sust. Devel. Goal - Terrestrial Ecosystems);Social Inclusion;socio-Ecological Scenario;southern Mediterranean;spatial Dynamics;Systems Science;Territorial Transition;territory;Tourism Development;UMR Espace-Dev (Space For Devel.);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
anthropocene (epoch);anthropogenic impact;artisanal fishery;Atlantic ocean;Atlantic ocean (intertropical);behaviour (fish);Benguela ecosystem;biocoenosis;biodiversity;biodiversity (anthropogenic influence);biodiversity (conservation);biodiversity (functional);biodiversity (hotspot);biodiversity (marine);Biogeochemistry;biogeography;Biology (marine);biomass (ocean);capacity building;catchability;Central East Atlantic Ocean;climate adaptation;climate change impacts;climate-society interaction;climatic forcing;coastal processes;collective behaviour;comparative approach;complex system;data (fisheries);data assimilation;demersal fish species;diel migration (mar. biol.);differential equation;dynamical system;EAF (Ecosystem Approach to Fisheries);ecological transition;Ecology (behavioural);Ecology (evolutionary);Ecology (fisheries);Ecology (marine);Ecology (niche);Ecology (quantitative);Ecology (trophic);ecosystem (aquatic);ecosystem (coastal);ecosystem (marine);ecosystem (tropical pelagic);ecosystem dynamics;ecosystem processes;ecosystem service;environment (marine);Environment-Society relations;FAD (Fish Aggregating Device);fisheries management;fisheries resource;Fisheries science (fr: Halieutique);fishes;forecasting;global change impact;global modelling (mathematics);global ocean;GLOBEC (Global Ocean Ecosystem Dynamics program);Governance;growth equation;habitat (marine);High Performance Computing (HPC);impact assesment (fisheries);Indian ocean;integrative approach;life history trait;marine megafauna;marine protected area (MPA);mathematics (applied);Mediterranean sea;mesophotic - twilight zone (Oceanogr.);micronekton (marine org.);model (bio-physical);model (bioenergetics);model (biogeochemical);model (end-to-end);model (mathematical);model (numerical);model (predator-prey);model (reaction-diffusion);model (spatially explicit);model coupling;model DEB (Dynamic Energy Budget);model GAM (General Additive Model);model SIR (Susceptible Infected Recovered);MODELLING;modelling (behaviour);modelling (complex system);modelling (digital twin);modelling (ecological);modelling (integrated);modelling (interdisciplinary);modelling (mathematical);modelling (multi-scale);modelling (predictive);modelling (statistical);multi-model coupling (MMC);multi-scale (spatial and temporal);multi-scale (spatial);MULTIDISCIPLINARY;nekton (marine org.);North Atlantic Ocean;Oceanography (biological);optimization;pelagic fish;pelagic long line fishery;plankton;plankton (zoo);population dynamics;purse seine fishery;renewable resource;RFMO (Regional fisheries management organisation);SDG 02 (Sust. Devel. Goal - Alimentation);SDG 10 (Sust. Devel. Goal - World equity);SDG 14 (Sust. Devel. Goal - Oceans);Seychelles;simulation;socio-ecological scenario;socio-ecosystem;South Africa;South Western Indian ocean;spatial dynamics;stock assessment;sustainability (fisheries);tuna fisheries;UMR MARBEC (MAR. Biodiv. Exploit. Conserv.);upwelling;World; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
anthropogenic impact;artificial neural network;Benguela ecosystem;big data;capacity building;cartography and mapping;climate change impacts;computational intelligence;computer science;data (environmental, socio-ecological);data (georeferenced);data (Hydrology);data (satellite);data analysis;data communication network;data curation;data infrastructure;data interoperability;data management;data mining;data poor context;data processing;DATA SCIENCE;database engineering;database management system (DBMS);decision support tool;ecosystem (aquatic);ecosystem dynamics;expertise (engineering);FAIR (Find, Access, Interoperate, Reuse) data;geomatics;geostatistics;GIS (Geogr. Inform. Sys.);Guinea rep.;habitat (marine);Humboldt ecosystem;information system;Information Technology (IT);interoperability;IT system management;Kenya;land surfaces;Lebanon;Lidar (Laser aerial Imaging);machine - deep learning;Mathematics;Mediterranean region;Middle East;MODELLING;modelling (mathematical);modelling (metadata);modelling (statistical);monitoring (long-term);MULTIDISCIPLINARY;observatory;open data;open science;open source;photogrammetry;remote sensing;remote sensing VHSR (Very High Spatial Resolution);Sci. administration and management;SDG 06 (Sust. Devel. Goal - Water and sanitation);SDG 10 (Sust. Devel. Goal - World equity);SDG 13 (Sust. Devel. Goal - Climate);SDG 14 (Sust. Devel. Goal - Oceans);SDG 15 (Sust. Devel. Goal - Terrestrial ecosystems);sensor observation service;signal processing;snow cover;socio-ecosystem;South Africa;southern mediterranean;spatial analysis;Spatial Data Infrastructure (SDI);statistics;statistics (spatial);systemic approach;technology intelligence (fr: veille technol.);time series;training (fr: formation);UAV (Unmanned Aerial Vehicle, drone);UMR CEREGE (Eur. Center. Res. Educ. Envir. Geosc.);UMR CESBIO (Center for the Study of the Biosphere from Space);water resources;West Africa; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Artificial Intelligence;Artificial Neural Network;Automatic Learning;Avalanche;Climatic Forcing;Clinical Research Informatics;Computational Sustainability;Computer Science;Data (Multimodal);Data (Personal);Data (Satellite);Data Analysis;Data Assimilation;Data Cleaning;Data Clustering;Data Curation;Data Driven Approach;Data Fusion;Data Integration;Data Poor Context;Data Preprocessing;Data Processing;Data Reanalysis;DATA SCIENCE;Dimensional Analysis;Dynamical System;Earthquake Alert;Environmental Security;Extreme Event;Forecasting;French Alps;Hurricane;Image Processing;Inverse Problem;Landslide;Machine - Deep Learning;Machine Learning (Structural);Medical Image Analysis;Medical Informatics;Model (Electro-Physiological);Model (Mathematical);Model (Operational);Model Coupling;MODELLING;Modelling (Bayesian);Modelling (Calibration);Modelling (Predictive);Natural Hazard;Operational Research;Peru;Precision Medicine;Remote Sensing;Satellite Product;SDG 03 (Sust. Devel. Goal - Health And Well-Being);SDG 13 (Sust. Devel. Goal - Climate);SDG 15 (Sust. Devel. Goal - Terrestrial Ecosystems);Seismic Hazard;Seismology;Snow Cover;Time Series;UMR ISTerre (Inst. Earth. Sci.);Volcanic Hazard;Vulnerability;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Artificial Neural Network;Atlantic Ocean;Behaviour (Fishermen);Biodiversity (Conservation);Biodiversity (Hotspot);Biodiversity (Marine);Biology (Marine);Biostatistics;Brownie Tag Return Model;Capacity Building;Catchability;Data Collection;Data Processing;EAF (Ecosystem Approach To Fisheries);Ecology (Fisheries);Ecology (Quantitative);Ecosystem (Marine);Ecosystem (Tropical Pelagic);Expertise (Scientific);FAD (Fish Aggregating Device);Fisheries Management;Fisheries Science (Fr: Halieutique);Fishing Strategy Analysis;Growth Equation;Indian Ocean;Indicator (Biological);Marine Protected Area (MPA);Model (Spatially Explicit);Model GLM (General Linearized Model);MODELLING;Modelling (Bayesian);Modelling (Statistical);Modelling (Topic);Monitoring (Socio-Environmental);Multi-Scale (Spatial);MULTIDISCIPLINARY;Natural Resource Management;Pelagic Fish;Population Dynamics;Purse Seine Fishery;R Programming;SDG 02 (Sust. Devel. Goal - Alimentation);SDG 04 (Sust. Devel. Goal - Education);SDG 14 (Sust. Devel. Goal - Oceans);Selectivity (Fishing Gear);Senegal;Simulation;Simulation (Monte-Carlo);Social Network Analysis;Spatial Analysis;Sport Fishery;Stakeholder;Stock Assessment;Sustainability (Fisheries);Sustainable Management;Tag-Recapture Experiment;Text Mining;Time Series;Training (Fr: Formation);Tuna Fisheries;UMR MARBEC (MAR. Biodiv. Exploit. Conserv.);Venezuela;West Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Artificial Neural Network;Biodiversity;Biodiversity (Conservation);Capacity Building;Complex System;Data Collection;Data Conservation;Data Dissemination;Data Management;DATA SCIENCE;Database Management System (DBMS);Development (Software Architecture);GBIF (Global Biodiv. Inform. Facility);Information Processing;Information System;Information Technology (IT);Integrative Approach;IT System Management;Knowledge Representation;Machine - Deep Learning;MODELLING;Modelling (Multi-Scale);MULTIDISCIPLINARY;Senescence (Systems's Dynamics);Text Mining;UMI UMMISCO (Math. Comput. Model. Complex Syst.);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Artisanal Fishery;Atlantic Ocean;Atlantic Ocean (Intertropical);Behaviour (Fish);Biodiversity;Biodiversity (Anthropogenic Influence);Biodiversity (Conservation);Biodiversity (Functional);Biodiversity (Marine);Biology (Marine);Biometrics;Biostatistics;Bissau Guinea;Central East Atlantic Ocean;Classification - Typology;Climate Change Impacts;Computer Graphics;Computer Science;Data Analysis;Data Clustering;Data Processing;Database Engineering;Ecology (Fisheries);Ecology (Marine);Ecology (Quantitative);Ecology (Trophic);Ecosystem (Aquatic);Ecosystem (Coastal);Ecosystem (Lagoon Or Reef);Ecosystem (Marine);Ecosystem (Tropical Pelagic);Estuary;FAD (Fish Aggregating Device);Fisheries Management;Fisheries Science (Fr: Halieutique);Fishes;Habitat (Marine);Indian Ocean;Indicator (Biological);Indicator (Environmental);IT System Management;Lagoon;Mangrove;Marine Protected Area (MPA);Mediterranean Sea;Model GLM (General Linearized Model);Modelling (Statistical);Multivariate Data Analysis (MVA);Nonparametric Statistics;Nordeste (Brazil);Oceanography (Biological);Pelagic Fish;Plankton;Plankton (Phyto);R Programming;SDG 04 (Sust. Devel. Goal - Education);SDG 14 (Sust. Devel. Goal - Oceans);Senegal;SFDS (French Soc. Statistics);South Western Indian Ocean;Statistics;Training (Fr: Formation);Tuna Fisheries;UMR MARBEC (MAR. Biodiv. Exploit. Conserv.);West Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Artisanal Fishery;Biodiversity;Biodiversity (Conservation);Biodiversity (Marine);Cartography And Mapping;Cold-Water Coral;Comoros;Conservation Biology;Conservation Planning;Coral Reef;Crowdsourcing;Data (Acoustics);Data (Environmental, Socio-Ecological);Data (Fisheries);Data (Georeferenced);Data (Satellite);Data Management;Data Mining;Data Quality Assessment;Decision Support Tool;East Africa;Ecology (Landscape);Ecology (Marine);Ecosystem (Marine);Environment (Marine);Expertise (Scientific);Fisheries Management;Fisheries Science (Fr: Halieutique);Geographic Information Science;Geomatics;Geostatistics;Geovisualisation;GIS (Geogr. Inform. Sys.);Habitat (Marine);Image Processing;Indian Ocean;Indicator (Environmental);Information Processing;Landscape;Madagascar;Marine Protected Area (MPA);Mayotte;Metadata;MODELLING;Modelling (Habitat, Ecology);Modelling (Predictive);Mozambique Channel;Multi-Scale (Spatial);Multibeam Sonar Detection;MULTIDISCIPLINARY;Newfoundland And Labrador (Canada);North Atlantic Ocean;Ontology;Open Data;Participatory Mapping;Photogrammetry;Remote Sensing;Remote Sensing VHSR (Very High Spatial Resolution);Satellite Product;SDG 13 (Sust. Devel. Goal - Climate);SDG 14 (Sust. Devel. Goal - Oceans);Socio-Ecosystem;Sonar;South Western Indian Ocean;Spatial Analysis;Spatial Data Infrastructure (SDI);Spatial Data Quality;Spatial Dynamics;Statistics (Spatial);Sustainability (Fisheries);Sustainability Science;Tanzania;The Reunion Island;Training (Fr: Formation);UAV (Unmanned Aerial Vehicle, Drone);UMR Espace-Dev (Space For Devel.);Volunteered Geographic Information;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Atlantic Ocean;Atlantic Ocean (Intertropical);Benguela Ecosystem;Biodiversity (Marine);Biology (Marine);Brazil;Cellular Automaton;Chile;Climate Change Impacts;Collective Behaviour;Complex System;Complexity Science;Connectivity;Deterministic Approach;Diel Migration (Mar. Biol.);Differential Equation;Dispersal (Larval);Dynamical System;EAF (Ecosystem Approach To Fisheries);Ecology (Marine);Ecology (Quantitative);Ecosystem (Aquatic);Ecosystem (Marine);Ecosystem Dynamics;Ecosystem Processes;Environment;Environment (Marine);Epidemic Spread;Epidemiology;FAD (Fish Aggregating Device);Forecasting;Forest Dynamics;Habitat (Marine);Humboldt Ecosystem;Ichthyop (Software);Indian Ocean;Ivory Coast;Lagoon;Lagrangian Mechanics;Marine Protected Area (MPA);Mediterranean Sea;Mexico;Model (Bio-Physical);Model (Individual-Based);Model (Numerical);Model (Spatially Explicit);Model Coupling;Model DEB (Dynamic Energy Budget);MODELLING;Modelling (Agent-Based And Or Individual-Based);Modelling (Complex System);Modelling (Ecological);Modelling (Hydrodynamics);Modelling (Integrated);Modelling (Mathematical);Modelling (Validation);Mozambique Channel;Multi-Agent System;MULTIDISCIPLINARY;New Caledonia;Non Linear Dynamics;Nordeste (Brazil);Oceanography;Oceanography (Biological);Oceanography (Physical);Open Source;Pelagic Fish;Peru;Plankton;Plankton (Ichtyo);Plankton (Zoo);Population Dynamics;Sargassum (Seaweed);SDG 14 (Sust. Devel. Goal - Oceans);Seamount;Simulation;Software Engineering;South Africa;South America;South Western Indian Ocean;Southern Mediterranean;Spatial Dynamics;UMI UMMISCO (Math. Comput. Model. Complex Syst.);UMR MARBEC (MAR. Biodiv. Exploit. Conserv.);Upwelling;West Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Atlantic Ocean;Atmosphere;Biodiversity (Marine);Biology (Marine);Biomass (Ocean);Carbon Cycle;Cartography And Mapping;Climate Change Impacts;Climatic Forcing;Climatology;Computer Graphics;Computer Science;Connectivity;Currentology;Data (Fisheries);Data Analysis;Data Citation;Data Curation;Data Dissemination;Data Management;Data Management Plan;Data Preprocessing;Data Processing;Data Sharing;Data Visualization;Development (Software Architecture);Differential Equation;Discretization;Dispersal (Larval);Ecology (Fisheries);Ecology (Marine);Ecosystem (Marine);Ecosystem (Tropical Pelagic);Ecosystem Dynamics;Ecosystem Processes;Environment (Marine);FAIR (Find, Access, Interoperate, Reuse) Data;Fishes;Global Change Impact;Global Modelling (Mathematics);Global Ocean;Growth Equation;High Performance Computing (HPC);Ichthyop (Software);Indicator (Environmental);Information Technology (IT);Interpolation;Lagrangian Mechanics;Mathematics;Mathematics (Applied);Mediterranean Sea;Model (Agent-Based);Model (Bio-Physical);Model (Bioenergetics);Model (Biogeochemical);Model (End-To-End);Model (Individual-Based);Model (Mathematical);Model (Numerical);Model (Predator-Prey);Model (Spatially Explicit);Model Coupling;Model DEB (Dynamic Energy Budget);MODELLING;Modelling (Agent-Based And Or Individual-Based);Modelling (Ecological);Modelling (Integrated);Modelling (Interdisciplinary);Modelling (Mathematical);Modelling (Validation);Multi-Model Coupling (MMC);North Atlantic Ocean;Ocean Circulation;Oceanic Convection;Oceanography;Oceanography (Biological);Oceanography (Physical);Open Data;Open Science;Open Source;Osmose (Model);Parallel And Distributed Computing;Population Dynamics;Program Optimization;R Programming;SDG 13 (Sust. Devel. Goal - Climate);SDG 14 (Sust. Devel. Goal - Oceans);Seamount;Simulation;Software Engineering;Teaching In Computer Science;Training (Fr: Formation);UMR MARBEC (MAR. Biodiv. Exploit. Conserv.);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Atlas Edition;Cartography And Mapping;Colombia;Data (Georeferenced);Data Analysis;Data Collection;Data Management;DATA SCIENCE;Database Engineering;Environment;Geographic Information Science;Geography (Social);Geomatics;Geovisualisation;GIS (Geogr. Inform. Sys.);Impact Assesment (Environment);Information System;Monitoring (Socio-Environmental);Popularization (Fr: Vulgarisation);Risk (Environmental);Sci. Administration And Management;SDG 03 (Sust. Devel. Goal - Health And Well-Being);SDG 04 (Sust. Devel. Goal - Education);SDG 11 (Sust. Devel. Goal - Cities);SDG 12 (Sust. Devel. Goal - Consumption And Production);SDG 16 (Sust. Devel. Goal - Society);Senegal;Social Representation;South America;Spatial Analysis;Spatial Dynamics;Statistics (Spatial);Training (Fr: Formation);UMR PRODIG (Res. Cent. For Geog. Inf. Organ. Dissemin.);Vulnerability;West Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Atlas Edition;Cartography And Mapping;Data (Environmental, Socio-Ecological);Data (Georeferenced);Data Analysis;Data Collection;Data Dissemination;Data Management;Data Processing;DATA SCIENCE;Data Warehouse;Database Engineering;Decision Support Tool;Delta;East Timor;Education - Pedagogy;Estuary;Ethnoecology;FAIR (Find, Access, Interoperate, Reuse) Data;French Polynesia;Geography (Island);Geography (Social);Geomatics;Geopark;GIS (Geogr. Inform. Sys.);Heritage (Fr: Patrimoine);Marquesas Islands;Metadata;Model DEM (Digital Elevation Model);Morocco;MULTIDISCIPLINARY;New Caledonia;Open Data;Open Science;Open Source;Participatory Mapping;Popularization (Fr: Vulgarisation);SDG 04 (Sust. Devel. Goal - Education);SDG 16 (Sust. Devel. Goal - Society);Semiotics;Senegal River;Social Representation;Training (Fr: Formation);UMR PALOC (Heritage, Environment, Globalization);Virtual Museum;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bamako (Mali);Benin;Burkina-Faso;Cartography And Mapping;Cotonou (Benin);Crowdsourcing;Data (Georeferenced);Data (Healthcare);Data Collection;Data Communication Network;Data Dissemination;Data Interoperability;Data Management;DATA SCIENCE;Decision Support Tool;Dengue Fever;Development (Software Architecture);Epidemic Spread;Flood (Fr: Crue/Inondation);Geography (Health);Geography (Social);Geolocation;Geomatics;GIS (Geogr. Inform. Sys.);Health Policy;Impact Assessment (Health);Malaria;Mali;Mobile Health;Modelling (Statistical);Monitoring (Health);MULTIDISCIPLINARY;Observatory;Open Data;Operational Research;Ouagadougou (Burkina-Faso);Participatory Mapping;Popularization (Fr: Vulgarisation);Prevention (Health);Public Health;Risk Assessment;Road Safety;Road Traffic;Screening (Health);SDG 03 (Sust. Devel. Goal - Health And Well-Being);SDG 11 (Sust. Devel. Goal - Cities);SDG 16 (Sust. Devel. Goal - Society);Simulation;Spatial Analysis;Spatial Dynamics;Territory;Training (Fr: Formation);UMR PRODIG (Res. Cent. For Geog. Inf. Organ. Dissemin.);Vulnerability;West Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Benin;Bolivia;Cameroon;Chagas Disease;Clinical Research Informatics;Dracunculiasis (Guinea Worm Disease);Entomology (Medical);Envenoming;Epidemiology;Filariasis (Parasitic Disease);Integrative Approach;IRD-CSS2 (Sci. Comm. Biol. Medic. Sci.);Ivermectine (Medication);Malaria;Meningitis;Monitoring (Health);MULTIDISCIPLINARY;Niger Country;Onchocerciasis (River Blindness Disease);Prevention (Health);Public Health;Schistosomiasis (Snail Fever, Bilharzia);Sci. Administration And Management;Screening (Health);SDG 03 (Sust. Devel. Goal - Health And Well-Being);Senegal;Serpentes (Snakes);Tropical Endemics;Tropical Medicine;UMR MERIT (Mother And Child Face Tropical Infections);Venom;West Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Big Data;Climate Change Impacts;computer Science;data Collection;data Conservation;data Dissemination;data Infrastructure;data Interoperability;data Management;data Processing;data Quality Assessment;data Sharing;database Engineering;database Management System (DBMS);desertification;development (Software Architecture);environment;geomatics;GIS (Geogr. Inform. Sys.);Hydrology;hydrosystem;information System;Information Technology (IT);interoperability;IT System Management;metadata;MODELLING;modelling (Hydrological);Modelling (Metadata);MULTIDISCIPLINARY;Niger Country;observatory;On-Demand Service;open Science;open Source;remote Sensing;Sahel;SDG 04 (Sust. Devel. Goal - Education);SDG 13 (Sust. Devel. Goal - Climate);SDG 15 (Sust. Devel. Goal - Terrestrial Ecosystems);semantic Web;Technology Transfer;Theia (Data Services Infrastr. Land Surfaces);Training (Fr: Formation);UMR Espace-Dev (Space For Devel.);Water Resources;Web Portal Devel.;West Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biodiversity (Conservation);Computer Science;Containerisation (Computer Science);Data (Fisheries);Data (Georeferenced);Data Analysis;Data Cleaning;Data Collection;Data Conservation;Data Curation;Data Dissemination;Data Infrastructure;Data Interoperability;data Management;data Management Plan;data Poor Context;data Preprocessing;data Quality Assessment;data Security;data Sharing;data Warehouse;data Workflow Devel.;database Engineering;database Management System (DBMS);development (Software Architecture);DevOps (Computer Engineering);FAIR (Find, Access, Interoperate, Reuse) Data;GBIF (Global Biodiv. Inform. Facility);information System;interoperability;IT Infrastructure Library (ITIL);IT Project Management;IT System Management;IT Systems (Decentralized);IT Systems Architecture;Madagascar;metadata;modelling (Agent-Based And Or Individual-Based);New Caledonia;observatory;open Data;open Science;scientific Diving;SDG 04 (Sust. Devel. Goal - Education);SDG 14 (Sust. Devel. Goal - Oceans);sensor Observation Service;software Engineering;South Pacific Islands;The Reunion Island;training (Fr: Formation);UMR Entropie (Tropic. Mar. Ecol. Pacific Indian Oceans);Web Portal Devel.;web Services;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brazil;Capacity Building;Climate Change Impacts;Climate-Society Interaction;Data (Satellite);Data Analysis;Data Dissemination;Data Integration;Data Interoperability;Data Management;Data Processing;Data Workflow Devel.;Decision Support Tool;Dengue Fever;Ecology (Landscape);Environment;Environment-Society Relations;French Guiana;Geographic Information Science;Geography (Health);Geomatics;GIS (Geogr. Inform. Sys.);Global Change Impact;Impact Assesment (Environment);Indicator (Environmental);Infectious Disease;Integrative Approach;IT Project Management;Land Use;Landscape;Madagascar;Malaria;Mali;Monitoring (Socio-Environmental);Multi-Scale (Spatial And Temporal);MULTIDISCIPLINARY;Observatory;Operational Engineering;Radar;Remote Sensing;Risk (Environmental);Risk (Health);Sci. Administration And Management;SDG 03 (Sust. Devel. Goal - Health And Well-Being);SDG 04 (Sust. Devel. Goal - Education);SDG 11 (Sust. Devel. Goal - Cities);SDG 13 (Sust. Devel. Goal - Climate);Sensor Observation Service;Socio-Ecosystem;Spatial Data Infrastructure (SDI);Theia (Data Services Infrastr. Land Surfaces);Training (Fr: Formation);UMR Espace-Dev (Space For Devel.);Urban Computing;Vector-Borne Disease;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adaptive Management;Agriculture;Agro-Hydrological Model;Agro-System;Agronomy;Burkina-Faso;Companion Modelling;Environmental Impact Assesment;Environmental Monitoring;Hydro-System;Hydrological Basin;Integrated Modelling;Integrative Approach;MODELLING;Multi-Scale (Spatial);MULTIDISCIPLINARY;Numerical Model;Operational Model;River;Sahel;SDG 02 (Sust. Devel. Goal - Alimentation);SDG 15 (Sust. Devel. Goal - Continental Ecosystems);Senegal;Simulation;socio-ecological scenario;Spatial Agro-Hydrology;UMR G-Eau (Water Management, Actors, Territories);Water Management;Water Resources;Watershed;West Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Amazon River;Andes;Anthropogenic Impact;Atlantic Ocean (Intertropical);Behaviour (Hydrochemical);Brazil;Caribe Island;Casiquiare Watershed (Venezuela);Central Africa;Chemistry (Geo);Chemistry (Hydro-Bio-Geo);climate Change Impacts;Climatology (Hydro);coastal Processes;Colombia;Congo Watershed;critical Zone;Dam (Hydrology);data (Hydrology);data Collection;data Conservation;data Management;Ecosystem (Aquatic);Ecosystem Dynamics;Ecuador;Environment;Erosion;French Guiana;GeoDynamics;Geophysics;GeoScience;Hydrological Basin;Hydrological Monitoring System;Hydrology;Hydrosystem;Impact Assesment (Environment);Impact Assessment (Water);Inter-Tropical (Region);Magdalena Watershed (Colombia);Matter Transportation (Hydrology);Meteorology (Hydro);Monitoring (Environmental);Monitoring (Long-Term);MULTIDISCIPLINARY;Nordeste (Brazil);Observatory;Orinoco Watershed;OZCAR Critical Zone Res. Infrast.;Popularization (Fr: Vulgarisation);Potamology (River Streams Science);Research Cruise;River;Sargassum (Seaweed);Scientific Expertise;SDG 06 (Sust. Devel. Goal - Water And Sanitation);SDG 13 (Sust. Devel. Goal - Climate);SDG 15 (Sust. Devel. Goal - Terrestrial Ecosystems);Sedimentation (Hydrology);South America;Training (Fr: Formation);UMR GET (Geosci. Environ. Toulouse);Venezuela;Water Management;Water Quality;Water Resources;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
